,cluster,NPP,Light,SO2,NO2,LSTV,X,Y,code,yTest,yPred
142,0,474.799987793,0.0,7.25784873962,1232.78381348,-79.0625,1648685.65945,4802055.49709,0,14706.0098317,21380.5599742
143,0,0.0,0.0,5.1335310936,823.435424805,-20942.5,-1471314.34055,4652055.49709,0,0.0,1602.85992331
144,0,370.100006104,0.0,0.0,0.0,108225.5,-1301314.34055,2992055.49709,0,0.0,422.335114144
145,0,494.699981689,0.0,0.0,762.107055664,5151.9375,1118685.65945,2872055.49709,0,86480.3017927,20573.4191508
146,0,376.199981689,9.0,245.621948242,5454.90136719,363.1875,1018685.65945,4112055.49709,0,15171.6380526,60803.7358445
147,0,107.499992371,0.0,0.344000577927,130.445129395,-1748.875,-1161314.34055,3402055.49709,0,0.0,1.0145324521
148,0,0.0,0.0,6.00429058075,145.436691284,6553.5625,-1211314.34055,3842055.49709,0,0.0,18.1590358784
149,0,494.0,0.0,6.45690250397,379.254516602,3999.75,-81314.3405484,3742055.49709,0,10745.3798014,11883.3737957
150,0,201.399993896,0.0,0.0,160.058700562,3654.25,-551314.340548,4032055.49709,0,0.0,2019.78639144
151,0,889.599975586,8.0,0.581496417522,1122.15551758,-3078.125,1328685.65945,2722055.49709,0,16540.4676575,26714.3953699
152,0,306.5,0.0,0.272933185101,1097.77185059,122.8125,1568685.65945,5232055.49709,0,12616.497724,9688.09625793
153,0,557.399963379,7.0,55.1297798157,2043.38317871,4791.25,258685.659452,3682055.49709,0,45857.7245856,51471.8288749
154,0,182.699996948,0.0,6.29772520065,158.048934937,5374.5625,-511314.340548,3742055.49709,0,40.5371346321,364.593018568
155,0,227.299987793,5.0,0.0,566.125549316,1449.625,1548685.65945,5412055.49709,0,6481.90230439,10319.6379978
156,0,288.499969482,0.0,0.0,305.485748291,-9514.1875,-81314.3405484,3352055.49709,0,903.502330929,1534.26850071
157,0,657.0,0.0,0.0,687.583679199,3843.5,258685.659452,3542055.49709,0,39489.2529602,19149.936015
158,0,180.199996948,0.0,0.0,727.016357422,2055.5,58685.6594516,3932055.49709,0,554.226782914,4390.14001143
159,0,763.5,0.0,0.0,144.152297974,-6546.9375,-591314.340548,2942055.49709,0,0.299200001784,266.016079245
160,0,188.899993896,0.0,41.7118911743,2694.1315918,-2761.1875,498685.659452,4232055.49709,0,732.239057777,10650.6773882
161,0,371.899993896,6.0,287.823638916,6525.06787109,-1042.6875,1038685.65945,3912055.49709,0,12389.68792,50767.0748434
162,0,1134.30004883,0.0,37.0568771362,873.068237305,2694.5625,178685.659452,3312055.49709,0,1222.83184524,36234.0303996
163,0,0.0,0.0,0.0,0.0,0.0,918685.659452,2372055.49709,0,2395.98835762,1289.82477341
164,0,229.299987793,0.0,3.26863741875,469.951141357,1145.5,898685.659452,4782055.49709,0,263.324351387,3819.18806356
165,0,521.699951172,0.0,30.368932724,668.46661377,506.625,-71314.3405484,2582055.49709,0,1984.77870279,15967.6955486
166,0,193.399993896,6.0,0.0,0.0,432846.8125,818685.659452,2312055.49709,0,51764.4742894,58723.499042
167,0,185.599990845,0.0,0.0,154.44241333,1790.9375,-911314.340548,3512055.49709,0,0.0,28.0232810986
168,0,404.499969482,5.0,17.2183189392,831.420166016,1165.0,1908685.65945,5012055.49709,0,47360.3657123,18289.4059313
169,0,533.0,0.0,0.0,608.12701416,2251.125,418685.659452,2702055.49709,0,15103.6696594,12547.8510686
170,0,0.0,0.0,17.7235774994,435.734863281,2639.0,-851314.340548,4642055.49709,0,766.608408253,360.397247315
171,0,0.0,0.0,2.69408035278,141.050689697,-835.1875,-1701314.34055,4082055.49709,0,0.0,9.89932123246
172,0,1426.59997559,0.0,7.87311697006,444.310699463,-957.5625,-1161314.34055,2952055.49709,0,0.0,21.7106040088
173,0,326.5,5.0,0.0,621.436279297,1250.75,1578685.65945,5422055.49709,0,3141.86798621,17207.3346593
174,0,0.0,0.0,0.0,149.07723999,11337.5,-1221314.34055,4162055.49709,0,0.0,201.652010972
175,0,216.699981689,0.0,0.0,373.151306152,1507.5,1028685.65945,5402055.49709,0,1425.77161797,1606.44986856
176,0,124.799995422,0.0,0.0,291.244415283,2065.3125,-1341314.34055,5272055.49709,0,1724.10693221,2156.73956147
177,0,0.0,0.0,0.0,0.0,0.0,888685.659452,2332055.49709,0,2662.90689159,17217.3559925
178,0,0.0,0.0,4.97819185257,243.306365967,852.875,-771314.340548,4452055.49709,0,3174.50355025,2846.32424255
179,0,238.199996948,0.0,4.11585044861,1903.27319336,1875.5,488685.659452,4102055.49709,0,16602.9145238,9865.82256905
180,0,704.099975586,0.0,0.0,280.180084229,1124.875,-51314.3405484,3582055.49709,0,891.190620952,1251.33464775
181,0,0.0,0.0,0.0,365.149291992,-1784.3125,-1851314.34055,4592055.49709,0,0.0,98.9295657066
182,0,244.5,0.0,14.4106760025,1093.32580566,-6624.6875,528685.659452,3602055.49709,0,521.437862516,2271.5420317
183,0,1691.80004883,0.0,0.0,0.0,446176.875,-951314.340548,2992055.49709,0,0.0,2042.34080997
184,0,675.099975586,0.0,28.3642463684,529.071166992,-2408.4375,-131314.340548,2532055.49709,0,1053.16226326,7461.23653557
185,0,0.0,0.0,0.0,119.045204163,-2814.75,-1081314.34055,4212055.49709,0,0.0,29.4120394837
186,0,587.099975586,0.0,0.0,99.3474349976,5344.25,-571314.340548,2972055.49709,0,0.196240001096,1346.66755359
187,0,127.899986267,0.0,0.471074253321,159.951431274,5807.125,-1921314.34055,4772055.49709,0,0.0,500.694536227
188,0,183.0,0.0,0.0,111.058982849,5210.375,-721314.340548,3122055.49709,0,0.0,138.453248593
189,0,534.699951172,5.0,2.12499427795,475.518920898,102115.4375,1598685.65945,5622055.49709,0,1894.42350794,34501.8043833
190,0,0.0,0.0,12.5186824799,338.556976318,-1999.0,-771314.340548,4732055.49709,0,0.0,2393.57451979
191,0,19.1999988556,0.0,8.24268245697,145.371490479,8235.5625,-1541314.34055,3372055.49709,0,0.0,0.0
192,0,515.799987793,0.0,142.229690552,1250.82580566,-1371.25,48685.6594516,2892055.49709,0,13136.9975325,14362.7608158
193,0,0.499999970198,0.0,0.0,157.254806519,4014.9375,-1971314.34055,3802055.49709,0,0.0,0.0
194,0,120.5,0.0,0.0,151.613555908,3532.625,-1161314.34055,3342055.49709,0,0.0,2.02377201523e-07
195,0,168.800003052,0.0,9.75722312927,838.763000488,91.25,68685.6594516,3942055.49709,0,405.554381521,5736.60114844
196,0,110.0,0.0,0.0,695.683776855,-1351.75,1338685.65945,4932055.49709,0,10123.2121193,4110.39447668
197,0,215.299987793,0.0,0.0,158.054840088,-1197.8125,-441314.340548,3752055.49709,0,0.0,234.919594479
198,0,9.89999961853,0.0,7.19693422318,158.242721558,2606.0625,-1801314.34055,3842055.49709,0,0.0,0.0
199,0,78.0999984741,0.0,0.0,432.659088135,768.875,-2081314.34055,4672055.49709,0,0.0,498.908372944
200,0,615.899963379,0.0,16.6032810211,1789.73937988,543803.1875,1018685.65945,2412055.49709,0,9652.91685243,55808.6555309
201,0,505.899963379,0.0,79.3243026733,3452.32836914,1550.625,1118685.65945,3592055.49709,0,22193.1855728,16732.0454983
202,0,574.899963379,0.0,19.8918476105,602.273864746,-3446.25,348685.659452,3062055.49709,0,7093.68401134,6017.30730328
203,0,378.399993896,0.0,0.0,738.585693359,-2814.75,728685.659452,2572055.49709,0,1764.76399982,6803.01832521
204,0,48.4000015259,0.0,6.11911439896,504.973236084,809.125,1128685.65945,4932055.49709,0,0.0,2025.37085194
205,0,0.0,0.0,11.4575624466,354.526153564,1276.3125,-101314.340548,4242055.49709,0,0.0,3268.21547442
206,0,0.0,0.0,0.0,239.746109009,1220.3125,-1761314.34055,4372055.49709,0,0.0,126.888331248
207,0,24.5,0.0,0.0,83.6386642456,-7865.0625,-1091314.34055,3282055.49709,0,0.0,1.53663210037e-07
208,0,112.699996948,6.0,104.623703003,2326.19091797,-1410.6875,138685.659452,4072055.49709,0,3895.68118811,16135.9648938
209,0,78.3000030518,0.0,0.0,150.977615356,-4305.8125,-1701314.34055,3182055.49709,0,0.0,1.02201221331e-07
210,0,385.399993896,0.0,1.88394665718,333.628570557,-2117.625,-161314.340548,3742055.49709,0,109.142562894,8157.96011658
211,0,525.399963379,0.0,15.6168842316,776.438598633,1135.75,618685.659452,2352055.49709,0,33657.5291959,9510.31278997
212,0,384.099975586,6.0,201.528884888,5610.92138672,1349.875,938685.659452,4162055.49709,0,57979.545942,52630.6628315
213,0,508.600006104,10.0,33.4291687012,1524.23950195,1125.4375,728685.659452,3112055.49709,0,17560.5712539,75368.7208575
214,0,575.899963379,0.0,7.09557199478,387.603820801,9299.625,-851314.340548,3052055.49709,0,0.0,74.2996286879
215,0,473.0,6.0,113.498352051,2992.32495117,-1260.4375,968685.659452,3532055.49709,0,21658.3012103,29391.5077172
216,0,385.099975586,0.0,0.169861614704,176.128646851,-1846.9375,-251314.340548,3682055.49709,0,206.670650543,805.722401658
217,0,501.299987793,11.0,122.187461853,3092.80004883,542.0,938685.659452,3572055.49709,0,25171.8153047,49980.1789339
218,0,90.3999938965,0.0,0.0,313.162322998,-1029.9375,-311314.340548,4372055.49709,0,0.0,2150.8331902
219,0,255.999984741,7.0,192.794006348,5698.2421875,2464.375,1028685.65945,4192055.49709,0,26344.2138597,61041.7299556
220,0,804.799987793,0.0,0.0,448.419464111,2100.6875,-61314.3405484,3382055.49709,0,3607.4385535,3442.38214823
221,0,0.0,0.0,0.0,125.806999207,14272.125,-1941314.34055,4082055.49709,0,0.0,6.97272171498
222,0,468.999969482,0.0,0.0,257.515899658,-20.0,-401314.340548,3372055.49709,0,15664.7637788,1280.21228962
223,0,153.699996948,9.0,82.9657974243,2416.76611328,4895.875,438685.659452,4392055.49709,0,7137.97365786,34158.9793927
224,0,625.400024414,0.0,0.0,495.083404541,-607.8125,98685.6594516,3622055.49709,0,94.5936776171,2414.91045546
225,0,0.0,0.0,0.0,332.937591553,2210.0,-2291314.34055,4372055.49709,0,0.0,63.6514768798
226,0,0.0,0.0,0.0,134.381912231,5356.375,-891314.340548,4022055.49709,0,295.308208671,1929.67160634
227,0,0.0,0.0,0.0,75.5598449707,2279.4375,-2111314.34055,4072055.49709,0,0.0,16.2108901691
228,0,763.899963379,0.0,2.94614267349,985.952087402,4157.4375,948685.659452,2862055.49709,0,23267.9191125,16717.7846395
229,0,171.699996948,5.0,19.3224887848,1258.65905762,2982.625,428685.659452,4422055.49709,0,4905.09986823,29033.8721558
230,0,140.899993896,0.0,0.0,229.107116699,6431.875,-1581314.34055,4732055.49709,0,0.0,11728.4954024
231,0,598.400024414,0.0,0.0,1582.1463623,995.8125,1228685.65945,3272055.49709,0,834.836206872,15118.2806937
232,0,555.5,0.0,43.3779296875,1729.47351074,-314.125,-41314.3405484,3232055.49709,0,30830.9067939,20232.3644599
233,0,509.899963379,10.0,113.219345093,2038.25854492,4053.5625,208685.659452,3142055.49709,0,41687.4116252,135832.825819
234,0,0.0,0.0,0.0,472.415313721,1301.25,-1981314.34055,4632055.49709,0,0.0,604.358648005
